Date,Open,High,Low,Close,Adjusted_close,Volume
1/3/1984,69.626,72.63,69.255,72.252,1.3396,866503
1/9/1984,70.126,70.875,67.628,68,1.2607,1817804
1/16/1984,68,69.255,67.628,68.749,1.2745,763804
1/23/1984,69.255,70.004,67.001,67.878,1.2634,835703
1/30/1984,67.379,68.506,66.501,67.5,1.256,889204
2/6/1984,65.88,67.25,63.875,64.004,1.1911,1081303
2/13/1984,63.504,67.001,63.376,66.002,1.2279,866705
2/21/1984,65.502,66.13,63.254,65.252,1.2142,743301
2/27/1984,64.503,66.251,63.126,66.002,1.2279,882501
3/5/1984,66.13,66.501,64.503,65.003,1.2091,644002
3/12/1984,65.752,67.5,64.753,67.129,1.2491,686101
3/19/1984,66.629,67.379,65.63,66.629,1.2399,742800
3/26/1984,67.129,68.749,66.38,68.627,1.2769,446402
4/2/1984,68.249,69.005,63.754,65.502,1.219,766103
4/9/1984,65.003,66.629,63.754,66.38,1.2348,713202
4/16/1984,67.001,67.001,64.503,65.88,1.2262,452404
4/23/1984,64.753,68.249,64.375,67.628,1.2582,618602
4/30/1984,67.25,68.506,66.751,66.751,1.242,913204
5/7/1984,67.129,67.878,66.251,66.751,1.242,559303
5/14/1984,66.751,67.129,64.125,64.253,1.1958,725402
5/21/1984,63.376,64.625,62.505,62.505,1.168,896703
5/29/1984,61.628,64.874,61.25,64.874,1.2125,683400
6/4/1984,65.003,67.5,64.375,66.751,1.248,1417901
6/11/1984,66.13,67.25,65.252,67.129,1.2546,611802
6/18/1984,69.005,70.004,66.879,69.626,1.3016,1212604
6/25/1984,70.126,71.003,67.001,68.627,1.283,829703
7/2/1984,68.627,68.877,67.379,68.249,1.2754,473804
7/9/1984,69.505,70.004,68.249,69.626,1.3016,1169802
7/16/1984,70.754,70.754,69.255,69.876,1.3061,469903
7/23/1984,69.626,73.001,67.75,72.124,1.3539,1387301
7/30/1984,71.253,75.499,71.003,75.256,1.4127,1656604
8/6/1984,77.004,79.751,76.005,78.752,1.4777,2374301
8/13/1984,80.001,80.75,78.125,79.88,1.4993,1214400
8/20/1984,79.751,80.501,77.875,78.253,1.4687,1146404
8/27/1984,78.003,78.125,75.499,76.127,1.4289,832204
9/4/1984,76.255,77.254,74.999,75.499,1.4173,411002
9/10/1984,75.256,77.254,74.878,77.126,1.4477,881004
9/17/1984,77.126,78.003,74.878,75.755,1.4217,985901
9/24/1984,74.5,75.755,48.501,50.378,1.4185,936800
10/1/1984,49.379,50.378,48.875,49.626,1.397,618100
10/8/1984,49.752,51.75,49.379,51.75,1.4571,776500
10/15/1984,53.253,55.877,51.75,55.004,1.5486,1351100
10/22/1984,55.004,55.251,52.628,53.127,1.501,1430800
10/29/1984,52.128,53.627,52.128,53.001,1.4979,1252000
11/5/1984,52.875,53.879,51.503,52.128,1.4732,1198400
11/12/1984,52.754,52.754,50.877,51.003,1.4413,555800
11/19/1984,50.625,53.375,50.378,53.375,1.5082,875600
11/26/1984,52.628,53.501,51.003,51.503,1.4557,783400
12/3/1984,51.003,51.629,50,50.751,1.4343,630300
12/10/1984,50.751,52.502,50.378,52.25,1.4764,1120600
12/17/1984,52.128,54.378,51.75,53.253,1.5047,1433200
12/24/1984,53.753,53.879,53.127,53.253,1.5047,358400
12/31/1984,51.629,53.501,51.125,52.002,1.4695,742900
1/7/1985,52.628,54.752,51.75,54.626,1.5438,1152400
1/14/1985,55.503,56.376,54.5,55.251,1.5616,1101300
1/21/1985,56.25,58.5,55.004,58.127,1.6481,1186900
1/28/1985,58.626,59.252,56.25,57.501,1.6309,1156300
2/4/1985,59.504,61.376,57.375,61.002,1.7299,1148500
2/11/1985,60.503,61.754,59.625,60.125,1.7058,1015000
2/19/1985,59.252,60.003,58.752,59.504,1.688,965700
2/25/1985,59.877,62.375,59.252,61.875,1.7549,894000
3/4/1985,60.876,62.253,58.5,59,1.6737,1095200
3/11/1985,58.752,59.877,58.379,59.751,1.6946,842800
3/18/1985,59.126,60.251,58.5,58.752,1.6665,887600
3/25/1985,59.252,60.251,58.752,59.252,1.6805,879500
4/1/1985,59.625,59.877,58.001,58.379,1.6561,492200
4/8/1985,59.126,60.876,58.752,59.877,1.6982,990500
4/15/1985,60.003,61.25,59.252,60.876,1.7267,624000
4/22/1985,60.876,63.378,60.503,62.501,1.7729,660900
4/29/1985,61.754,62.627,59.252,60.125,1.7058,739200
5/6/1985,60.503,63,59.877,62.627,1.7763,1014100
5/13/1985,63.252,64.377,62.627,64.004,1.8153,941300
5/20/1985,64.503,67.379,64.251,67.001,1.9003,1367900
5/28/1985,66.627,67.253,66.254,66.753,1.8999,574400
6/3/1985,67.127,69.75,66.375,69.003,1.9636,1250800
6/10/1985,68.877,69.003,65.502,66.875,1.9031,893600
6/17/1985,67.379,69.75,66.875,67.379,1.9176,973900
6/24/1985,66.875,69.003,66.753,68.504,1.9498,945400
7/1/1985,69.377,70.002,68,69.629,1.9816,462300
7/8/1985,69.003,69.629,67.127,67.379,1.9176,654500
7/15/1985,67.752,68.751,67.253,68.625,1.9529,900600
7/22/1985,68.625,68.751,64.877,65.876,1.8808,848100
7/29/1985,64.004,66.501,64.004,66.128,1.8881,1014000
8/5/1985,66.002,66.375,64.503,65.25,1.8628,778300
8/12/1985,65.129,65.628,64.377,64.377,1.8385,617100
8/19/1985,64.877,65.376,64.004,64.125,1.8305,876000
8/26/1985,64.377,65.25,64.004,64.625,1.8452,462400
9/3/1985,65.003,65.628,64.503,65.628,1.8742,723600
9/9/1985,67.001,69.003,64.377,65.003,1.856,2227300
9/16/1985,65.129,65.75,63.126,63.126,1.8024,887100
9/23/1985,63.752,64.377,62.253,64.377,1.8385,875200
9/30/1985,64.877,65.628,64.251,64.751,1.8487,786200
10/7/1985,64.877,65.876,64.125,65.628,1.8742,636200
10/14/1985,66.128,66.753,63.5,63.878,1.824,766500
10/21/1985,63.126,66.002,63.126,65.003,1.8623,994500
10/28/1985,64.877,69.003,64.751,69.003,1.9777,1532900
11/4/1985,68.877,72,68.504,70.376,2.0162,1480300
11/11/1985,70.875,73.377,70.128,73.004,2.0921,1417700
11/18/1985,72.5,75.128,71.879,73.503,2.1058,1525400
11/25/1985,73.377,75.002,73.125,74.75,2.142,684000
12/2/1985,73.877,76.253,73.503,75.375,2.1602,1171000
12/9/1985,76.001,79.002,75.128,78.377,2.2461,1540200
12/16/1985,80.375,81.378,78.003,79.502,2.2783,1302400
12/23/1985,79.002,79.376,77.625,79.128,2.2673,575900
12/30/1985,79.875,81.752,78.003,78.377,2.2461,643400
1/6/1986,77.877,79.25,73.625,74.129,2.1244,1943900
1/13/1986,73.877,77.504,73.377,76.626,2.1956,1387900
1/20/1986,75.627,76.626,73.004,74.75,2.1483,1387500
1/27/1986,75.753,80.375,73.625,79.875,2.2962,1372000
2/3/1986,81.252,82.503,79.754,82.004,2.357,1045900
2/10/1986,81.378,82.377,80.501,81.378,2.3391,929000
2/18/1986,84.128,87.75,80.879,86.625,2.4901,1232400
2/24/1986,87.125,89.375,86.126,89.375,2.5688,1147600
3/3/1986,88.376,91.004,88.002,90.752,2.6082,1298400
3/10/1986,90.5,94.5,89.501,92.876,2.6694,1343700
3/17/1986,92.628,98.375,92.003,94.253,2.7088,1317800
3/24/1986,95.504,97.25,94.253,96.125,2.7629,1202200
3/31/1986,96.377,98.753,91.751,92.25,2.651,1318500
4/7/1986,92.376,101.25,91.377,100.004,2.8741,1411700
4/14/1986,99.252,105.251,98.127,102.501,2.9462,1213100
4/21/1986,105.503,107.501,101.502,102.627,2.9495,1413300
4/28/1986,103.001,103.878,98.001,98.627,2.8344,1374200
5/5/1986,99.378,100.004,95.625,99,2.8455,812200
5/12/1986,99.752,106.002,98.627,101.502,2.9175,1091500
5/19/1986,101.376,108.5,100.125,105.377,3.0288,1314900
5/27/1986,106.875,107.879,101.876,102.627,2.9543,1090100
6/2/1986,101.75,102.627,99.5,102.501,2.9503,1542800
6/9/1986,101.003,102.753,98.501,101.75,2.9289,1281800
6/16/1986,101.25,104.252,101.003,102.501,2.9503,1512200
6/23/1986,103.127,105.75,69.876,71.25,3.0765,1213200
6/30/1986,73.125,76.752,71.127,75.501,3.2603,1901000
7/7/1986,71.502,75.501,70.002,70.875,3.0603,1562500
7/14/1986,68.502,72.75,67.752,71.376,3.0819,2306500
7/21/1986,70.377,71.127,65.877,66.876,2.8947,3337400
7/28/1986,66,66.876,62.625,63.252,2.7376,2314800
8/4/1986,62.502,63.375,59.25,62.877,2.7215,2987100
8/11/1986,65.25,67.5,63.126,65.877,2.8519,1884100
8/18/1986,67.002,67.125,63.627,64.002,2.7704,1646200
8/25/1986,63.375,64.5,61.251,62.877,2.7215,2370700
9/2/1986,61.875,63.252,60,61.002,2.6407,3551500
9/8/1986,60.252,61.377,57,58.125,2.516,4580600
9/15/1986,59.001,60.627,57.126,57.501,2.4892,2554700
9/22/1986,57.876,60.252,56.751,57.75,2.5,2284200
9/29/1986,56.625,57.75,55.377,57.75,2.5,2051000
10/6/1986,59.625,60.876,57.126,60.252,2.608,2256600
10/13/1986,59.751,62.502,58.752,61.002,2.6407,1900600
10/20/1986,59.751,61.752,58.002,60.75,2.6295,2365200
10/27/1986,60.375,63.252,60,63,2.7343,1896800
11/3/1986,63.126,64.752,62.127,64.5,2.7994,1867400
11/10/1986,64.5,64.626,60.252,61.002,2.6474,1578000
11/17/1986,61.626,64.002,59.751,63.627,2.7614,2299500
11/24/1986,64.377,64.626,62.877,63.375,2.7505,1124800
12/1/1986,63.252,66.126,62.127,63.252,2.7459,2460300
12/8/1986,63.501,63.876,62.25,63.126,2.7397,1401900
12/15/1986,62.001,65.001,61.002,65.001,2.8213,1940300
12/22/1986,64.002,64.251,62.502,63.252,2.7459,935200
12/29/1986,62.25,63.252,60.75,62.001,2.6906,973600
1/5/1987,64.5,65.502,62.127,64.752,2.8103,2727500
1/12/1987,64.875,67.002,63,65.877,2.8591,2432900
1/19/1987,66,71.001,64.752,67.626,2.9425,3672000
1/26/1987,67.002,70.251,66.252,69.75,3.0351,2763400
2/2/1987,70.752,72,69.627,71.127,3.0951,2325400
2/9/1987,70.002,70.752,68.25,70.125,3.0514,2463700
